,account_payment_method,approval_amount,scheduled_payment_amt,days_past_due,past_due_amt,age,zip_code,city,sms_contacted_ts,state,years_at_current_residence,months_at_current_residence,source,email_contacted_ts,payment_frequency,number_of_payments,redeem_ts
1092,2.0,668.0,86.64,0,0.0,57.0,30094,295.0,0.0,10.0,3,0,2.0,1.0,0.0,52,1.0
1093,2.0,503.0,164.28,0,0.0,73.0,30078,1393.0,1.0,10.0,1,0,2.0,1.0,1.0,12,1.0
1094,2.0,885.0,293.1,0,0.0,27.0,40215,850.0,1.0,17.0,1,0,2.0,1.0,1.0,52,1.0
1095,2.0,295.0,23.47,0,0.0,22.0,11967,1379.0,1.0,32.0,1,0,2.0,1.0,4.0,52,1.0
1096,1.0,878.0,154.12,0,0.0,41.0,10468,159.0,0.0,32.0,6,11,2.0,1.0,0.0,26,1.0
1097,2.0,389.0,232.66,0,0.0,35.0,21234,1119.0,1.0,20.0,3,0,2.0,1.0,1.0,26,1.0
1098,2.0,148.0,17.5,0,0.0,28.0,76528,543.0,0.0,41.0,2,1,2.0,0.0,4.0,52,1.0
1099,2.0,381.0,48.88,0,0.0,23.0,93550,1110.0,1.0,4.0,1,0,2.0,1.0,3.0,24,1.0
1100,1.0,222.0,249.06,0,0.0,28.0,91367,1655.0,1.0,4.0,1,0,5.0,1.0,1.0,12,1.0
1101,2.0,244.0,135.53,0,0.0,49.0,89128,790.0,1.0,31.0,2,9,2.0,1.0,0.0,26,1.0
1102,2.0,113.0,52.34,0,0.0,42.0,76114,510.0,1.0,41.0,6,10,2.0,1.0,4.0,52,1.0
1103,1.0,627.0,89.39,0,0.0,31.0,73071,1030.0,1.0,34.0,1,0,2.0,1.0,3.0,26,1.0
1104,2.0,30.0,52.42,0,0.0,33.0,92027,452.0,1.0,4.0,6,0,0.0,1.0,3.0,24,1.0
1105,2.0,87.0,112.72,0,0.0,37.0,21030,275.0,1.0,20.0,3,2,0.0,1.0,0.0,26,1.0
1106,2.0,431.0,86.86,0,0.0,49.0,84096,635.0,0.0,42.0,1,0,2.0,1.0,0.0,26,1.0
1107,1.0,748.0,376.98,0,0.0,31.0,77091,669.0,0.0,41.0,1,2,2.0,1.0,1.0,52,1.0
1108,2.0,294.0,299.98,0,0.0,26.0,32817,1083.0,0.0,9.0,0,7,2.0,1.0,2.0,52,1.0
1109,0.0,1059.0,437.58,0,0.0,48.0,77373,1422.0,1.0,41.0,6,0,2.0,1.0,1.0,24,1.0
1110,2.0,64.0,53.79,0,0.0,51.0,87144,1253.0,0.0,30.0,6,11,2.0,1.0,0.0,26,1.0
1111,1.0,382.0,77.62,0,0.0,40.0,80301,139.0,1.0,5.0,6,0,6.0,1.0,3.0,24,1.0
1112,1.0,137.0,68.25,0,0.0,22.0,58078,1598.0,0.0,27.0,6,0,2.0,1.0,1.0,12,1.0
1113,1.0,814.0,62.17,0,0.0,23.0,79938,428.0,0.0,41.0,3,6,6.0,1.0,4.0,52,1.0
1114,1.0,423.0,34.91,0,0.0,31.0,10458,159.0,1.0,32.0,6,0,2.0,1.0,4.0,52,1.0
1115,2.0,393.0,29.81,0,0.0,38.0,78041,787.0,1.0,41.0,6,0,2.0,1.0,4.0,52,1.0
1116,2.0,778.0,103.66,0,0.0,28.0,31503,1588.0,0.0,10.0,0,1,2.0,1.0,0.0,26,1.0
1117,2.0,258.0,52.9,0,0.0,40.0,76450,560.0,1.0,41.0,6,0,2.0,1.0,4.0,52,1.0
1118,2.0,288.0,73.34,0,0.0,39.0,36580,1457.0,0.0,1.0,1,1,2.0,1.0,0.0,26,1.0
1119,2.0,27.0,132.89,0,0.0,76.0,99208,1420.0,0.0,45.0,2,0,2.0,1.0,1.0,12,1.0
1120,2.0,720.0,209.09,0,0.0,46.0,43224,285.0,1.0,33.0,3,7,2.0,1.0,1.0,12,1.0
1121,1.0,538.0,86.45,0,0.0,21.0,92630,773.0,0.0,4.0,2,3,2.0,1.0,0.0,52,1.0
1122,2.0,800.0,102.0,0,0.0,28.0,10304,1439.0,1.0,32.0,6,0,2.0,1.0,0.0,26,1.0
1123,2.0,39.0,81.1,0,0.0,31.0,70719,167.0,1.0,18.0,4,2,2.0,1.0,4.0,52,1.0
1124,2.0,314.0,58.84,0,0.0,27.0,20748,1490.0,1.0,20.0,6,0,2.0,1.0,0.0,26,1.0
1125,2.0,222.0,60.42,0,0.0,45.0,32771,1337.0,1.0,9.0,6,0,2.0,1.0,0.0,26,1.0
1126,1.0,625.0,138.03,0,0.0,43.0,90805,838.0,1.0,4.0,3,2,2.0,1.0,0.0,52,1.0
1127,2.0,277.0,85.93,0,0.0,28.0,92806,40.0,1.0,4.0,2,2,2.0,1.0,1.0,24,1.0
1128,2.0,842.0,114.85,0,0.0,45.0,84057,1082.0,1.0,42.0,5,3,6.0,1.0,0.0,26,1.0
1129,2.0,625.0,50.01,0,0.0,23.0,44405,192.0,1.0,33.0,6,0,5.0,1.0,4.0,52,1.0
1130,1.0,184.0,288.13,0,0.0,63.0,91101,1121.0,1.0,4.0,1,0,0.0,1.0,2.0,12,1.0
1131,2.0,106.0,211.16,0,0.0,50.0,76117,595.0,1.0,41.0,6,0,2.0,1.0,1.0,12,1.0
1132,2.0,523.0,43.55,0,0.0,30.0,84067,1291.0,0.0,42.0,3,0,2.0,1.0,4.0,52,1.0
1133,1.0,137.0,53.2,0,0.0,51.0,21208,1152.0,1.0,20.0,4,0,2.0,1.0,1.0,26,1.0
1134,2.0,1629.0,175.45,0,0.0,41.0,85132,483.0,1.0,3.0,6,11,0.0,0.0,0.0,26,1.0
1135,1.0,190.0,47.39,0,0.0,29.0,93591,1110.0,1.0,4.0,1,0,5.0,1.0,0.0,26,1.0
1136,2.0,420.0,56.75,0,0.0,45.0,44121,1401.0,1.0,33.0,2,0,6.0,1.0,0.0,26,1.0
1137,1.0,309.0,45.15,0,0.0,32.0,90302,691.0,1.0,4.0,0,1,0.0,1.0,0.0,52,1.0
1138,2.0,488.0,226.02,0,0.0,43.0,92240,367.0,1.0,4.0,1,0,2.0,1.0,1.0,24,1.0
1139,2.0,397.0,146.08,0,0.0,41.0,37076,632.0,1.0,40.0,4,0,2.0,1.0,3.0,24,1.0
1140,2.0,241.0,54.91,0,0.0,36.0,98948,1518.0,1.0,45.0,1,0,2.0,1.0,0.0,26,1.0
1141,2.0,138.0,70.59,0,0.0,44.0,90044,845.0,1.0,4.0,6,0,2.0,1.0,1.0,26,1.0
1142,2.0,44.0,75.56,0,0.0,27.0,92020,422.0,1.0,4.0,2,0,2.0,1.0,0.0,26,1.0
1143,2.0,535.0,70.45,0,0.0,26.0,22191,1653.0,1.0,43.0,2,0,2.0,1.0,0.0,26,1.0
1144,2.0,198.0,197.79,0,0.0,22.0,85706,1526.0,0.0,3.0,0,6,2.0,1.0,1.0,26,1.0
1145,2.0,243.0,29.2,0,0.0,38.0,78362,690.0,1.0,41.0,6,3,2.0,1.0,4.0,52,1.0
1146,2.0,261.0,25.97,0,0.0,32.0,80526,496.0,0.0,5.0,0,1,2.0,1.0,4.0,52,1.0
1147,2.0,150.0,19.6,0,0.0,38.0,85041,1147.0,0.0,3.0,1,6,2.0,1.0,0.0,26,1.0
1148,2.0,117.0,24.7,0,0.0,33.0,92345,636.0,1.0,4.0,4,4,6.0,1.0,3.0,24,1.0
1149,2.0,94.0,126.96,0,0.0,29.0,76067,944.0,1.0,41.0,6,0,2.0,1.0,1.0,12,1.0
1150,2.0,86.0,21.59,0,0.0,30.0,90019,845.0,0.0,4.0,6,0,2.0,1.0,3.0,24,1.0
1151,1.0,850.0,443.26,0,0.0,28.0,89074,628.0,1.0,31.0,1,2,2.0,1.0,0.0,26,1.0
1152,2.0,652.0,99.3,0,0.0,37.0,36092,1616.0,1.0,1.0,0,5,2.0,1.0,3.0,26,1.0
1153,2.0,392.0,97.02,0,0.0,22.0,91913,249.0,1.0,4.0,0,1,2.0,1.0,3.0,24,1.0
1154,2.0,311.0,42.25,0,0.0,23.0,38119,911.0,1.0,40.0,0,7,5.0,1.0,0.0,26,1.0
1155,2.0,342.0,53.29,0,0.0,34.0,44110,264.0,1.0,33.0,3,0,0.0,0.0,0.0,26,1.0
1156,1.0,334.0,107.83,0,0.0,31.0,84047,932.0,1.0,42.0,1,0,2.0,1.0,1.0,12,1.0
1157,2.0,232.0,32.66,0,0.0,31.0,80011,73.0,1.0,5.0,1,0,2.0,1.0,0.0,26,1.0
1158,0.0,404.0,55.69,0,0.0,34.0,76522,300.0,1.0,41.0,0,8,2.0,1.0,0.0,26,1.0
1159,2.0,367.0,54.05,0,0.0,38.0,32773,1337.0,1.0,9.0,4,0,2.0,1.0,0.0,26,1.0
1160,2.0,281.0,77.36,0,0.0,30.0,85756,1526.0,1.0,3.0,0,6,2.0,1.0,3.0,26,1.0
1161,2.0,857.0,186.43,0,0.0,25.0,19133,1146.0,0.0,36.0,2,1,2.0,1.0,0.0,26,1.0
1162,2.0,882.0,228.46,0,0.0,26.0,76542,742.0,1.0,41.0,0,6,2.0,1.0,1.0,26,1.0
1163,2.0,1411.0,201.83,0,0.0,37.0,85756,1526.0,1.0,3.0,5,5,6.0,1.0,3.0,24,1.0
1164,1.0,760.0,267.2,0,0.0,34.0,11208,162.0,1.0,32.0,3,2,0.0,1.0,1.0,26,1.0
1165,1.0,96.0,42.65,0,0.0,36.0,91915,249.0,0.0,4.0,1,0,6.0,1.0,0.0,26,1.0
1166,2.0,291.0,55.22,0,0.0,31.0,10029,1015.0,0.0,32.0,1,0,2.0,1.0,4.0,52,1.0
1167,1.0,1168.0,198.29,0,0.0,33.0,32712,52.0,0.0,9.0,6,11,2.0,1.0,0.0,52,1.0
1168,0.0,970.0,290.1,0,0.0,52.0,75146,781.0,1.0,41.0,6,0,2.0,1.0,1.0,24,1.0
1169,1.0,180.0,82.4,0,0.0,25.0,85281,1488.0,1.0,3.0,0,7,5.0,1.0,0.0,24,1.0
1170,2.0,49.0,38.17,0,0.0,43.0,91911,249.0,1.0,4.0,5,0,6.0,1.0,3.0,24,1.0
1171,1.0,624.0,84.95,0,0.0,53.0,11520,517.0,1.0,32.0,2,0,2.0,1.0,0.0,26,1.0
1172,1.0,95.0,75.65,0,0.0,55.0,27871,1262.0,1.0,26.0,6,0,2.0,1.0,3.0,24,1.0
1173,1.0,652.0,98.69,0,0.0,49.0,30238,718.0,1.0,10.0,1,0,2.0,1.0,0.0,26,1.0
1174,2.0,537.0,43.16,0,0.0,31.0,30008,885.0,1.0,10.0,0,2,2.0,0.0,4.0,52,1.0
1175,2.0,56.0,51.67,0,0.0,50.0,23704,1188.0,1.0,43.0,6,0,2.0,1.0,0.0,26,1.0
1176,2.0,631.0,48.22,0,0.0,48.0,91709,248.0,1.0,4.0,6,0,2.0,1.0,0.0,26,1.0
1177,2.0,297.0,22.43,0,0.0,36.0,77078,669.0,0.0,41.0,6,0,2.0,1.0,4.0,52,1.0
1178,2.0,245.0,31.33,0,0.0,38.0,60406,130.0,0.0,14.0,3,0,2.0,1.0,4.0,52,1.0
1179,1.0,721.0,204.0,0,0.0,38.0,92139,1320.0,0.0,4.0,2,0,2.0,1.0,1.0,24,1.0
1180,1.0,415.0,35.31,0,0.0,46.0,19140,1146.0,1.0,36.0,6,0,2.0,1.0,0.0,26,1.0
1181,2.0,246.0,39.08,0,0.0,52.0,78228,1316.0,1.0,41.0,6,0,2.0,1.0,3.0,26,1.0
1182,1.0,751.0,214.55,0,0.0,30.0,91730,1215.0,1.0,4.0,1,0,2.0,1.0,1.0,12,1.0
1183,1.0,343.0,144.08,0,0.0,26.0,84404,1069.0,0.0,42.0,6,0,2.0,1.0,2.0,26,1.0
1184,1.0,169.0,84.56,0,0.0,37.0,33617,1479.0,1.0,9.0,0,3,2.0,1.0,1.0,26,1.0
1185,1.0,503.0,38.8,0,0.0,23.0,10453,159.0,1.0,32.0,1,4,2.0,1.0,4.0,52,1.0
1186,1.0,363.0,41.31,0,0.0,54.0,77586,1357.0,1.0,41.0,0,5,2.0,1.0,4.0,52,1.0
1187,1.0,671.0,94.84,0,0.0,45.0,84663,1429.0,1.0,42.0,4,2,2.0,1.0,0.0,52,1.0
1188,1.0,308.0,22.34,0,0.0,48.0,48197,1674.0,0.0,22.0,0,5,2.0,1.0,4.0,52,1.0
1189,1.0,248.0,28.64,0,0.0,29.0,92324,283.0,0.0,4.0,6,4,5.0,1.0,4.0,52,1.0
1190,1.0,370.0,69.14,0,0.0,26.0,37042,256.0,1.0,40.0,4,0,2.0,1.0,0.0,26,1.0
1191,1.0,525.0,127.41,0,0.0,49.0,91387,1341.0,0.0,4.0,0,1,6.0,1.0,0.0,26,1.0
1192,1.0,672.0,100.81,0,0.0,41.0,85012,1147.0,1.0,3.0,1,6,5.0,1.0,3.0,24,1.0
1193,2.0,394.0,90.69,0,0.0,38.0,79403,854.0,1.0,41.0,6,0,2.0,1.0,0.0,26,1.0
1194,2.0,1059.0,96.13,0,0.0,34.0,78219,1316.0,0.0,41.0,2,0,2.0,1.0,0.0,26,1.0
1195,2.0,578.0,91.03,0,0.0,28.0,84120,1608.0,1.0,42.0,1,3,5.0,1.0,0.0,26,1.0
1196,2.0,176.0,125.77,0,0.0,45.0,30331,68.0,1.0,10.0,5,0,0.0,1.0,3.0,24,1.0
1197,2.0,574.0,85.54,0,0.0,34.0,19143,1146.0,1.0,36.0,2,4,2.0,1.0,4.0,52,1.0
1198,2.0,211.0,100.65,0,0.0,57.0,20743,198.0,1.0,20.0,6,10,0.0,1.0,0.0,26,1.0
1199,2.0,260.0,23.6,0,0.0,33.0,85730,1526.0,0.0,3.0,5,0,2.0,1.0,0.0,26,1.0
1200,2.0,372.0,33.11,0,0.0,24.0,19140,1146.0,1.0,36.0,2,1,2.0,1.0,4.0,52,1.0
1201,2.0,796.0,120.07,0,0.0,36.0,48238,369.0,0.0,22.0,4,0,2.0,1.0,0.0,26,1.0
1202,2.0,364.0,121.32,0,0.0,32.0,95354,952.0,1.0,4.0,0,7,5.0,1.0,1.0,12,1.0
1203,2.0,538.0,80.77,0,0.0,44.0,92227,148.0,1.0,4.0,4,6,2.0,1.0,0.0,26,1.0
1204,2.0,850.0,129.97,0,0.0,32.0,20602,1569.0,0.0,20.0,6,0,2.0,1.0,0.0,26,1.0
1205,2.0,418.0,84.58,0,0.0,36.0,34947,503.0,1.0,9.0,1,0,6.0,1.0,0.0,52,1.0
1206,1.0,745.0,124.09,0,0.0,34.0,33440,266.0,1.0,9.0,2,5,2.0,1.0,3.0,24,1.0
1207,2.0,422.0,171.85,0,0.0,34.0,44115,264.0,0.0,33.0,6,10,6.0,1.0,3.0,52,1.0
1208,2.0,509.0,78.08,0,0.0,33.0,45601,244.0,1.0,33.0,2,0,2.0,1.0,0.0,26,1.0
1209,1.0,345.0,51.74,0,0.0,39.0,15670,1003.0,0.0,36.0,4,10,2.0,1.0,0.0,26,1.0
1210,2.0,209.0,28.66,0,0.0,29.0,82644,938.0,0.0,47.0,1,8,2.0,1.0,0.0,26,1.0
1211,2.0,255.0,35.16,0,0.0,29.0,82644,938.0,0.0,47.0,1,8,2.0,1.0,0.0,26,1.0
1212,2.0,1005.0,243.7,0,0.0,50.0,89074,628.0,1.0,31.0,1,1,2.0,1.0,0.0,26,1.0
1213,2.0,1109.0,323.86,0,0.0,30.0,39556,743.0,0.0,24.0,6,0,2.0,1.0,1.0,52,1.0
1214,2.0,428.0,62.01,0,0.0,29.0,82007,238.0,0.0,47.0,3,3,2.0,1.0,0.0,26,1.0
1215,2.0,740.0,80.61,0,0.0,44.0,75217,335.0,1.0,41.0,1,1,2.0,0.0,4.0,52,1.0
1216,2.0,225.0,91.22,0,0.0,37.0,30228,600.0,1.0,10.0,0,10,0.0,1.0,0.0,26,1.0
1217,2.0,176.0,97.42,0,0.0,73.0,40031,756.0,0.0,17.0,0,3,2.0,1.0,1.0,12,1.0
1218,2.0,758.0,52.47,0,0.0,39.0,20904,1385.0,1.0,20.0,4,0,2.0,1.0,4.0,52,1.0
1219,2.0,404.0,77.56,0,0.0,36.0,34746,750.0,0.0,9.0,0,6,2.0,1.0,0.0,26,1.0
1220,0.0,1217.0,287.08,0,0.0,29.0,87114,21.0,0.0,30.0,0,1,2.0,1.0,1.0,26,1.0
1221,2.0,145.0,15.75,0,0.0,56.0,11207,162.0,1.0,32.0,6,1,2.0,1.0,4.0,52,1.0
1222,2.0,639.0,131.51,0,0.0,36.0,76013,60.0,1.0,41.0,2,1,2.0,1.0,0.0,52,1.0
1223,2.0,857.0,396.31,0,0.0,49.0,44077,1103.0,1.0,33.0,6,11,1.0,1.0,1.0,26,1.0
1224,2.0,259.0,37.47,0,0.0,42.0,30344,406.0,0.0,10.0,3,0,6.0,1.0,0.0,26,1.0
1225,2.0,575.0,146.84,0,0.0,39.0,78723,75.0,1.0,41.0,2,2,5.0,0.0,1.0,24,1.0
1226,2.0,928.0,129.47,0,0.0,28.0,33196,923.0,1.0,9.0,2,0,2.0,1.0,0.0,26,1.0
1227,2.0,165.0,31.01,0,0.0,56.0,93304,85.0,1.0,4.0,3,0,2.0,1.0,0.0,26,1.0
1228,2.0,285.0,83.62,0,0.0,37.0,17601,781.0,1.0,36.0,0,11,5.0,1.0,1.0,26,1.0
1229,2.0,531.0,90.43,0,0.0,25.0,68005,107.0,1.0,28.0,0,9,2.0,1.0,0.0,26,1.0
1230,2.0,860.0,168.28,0,0.0,25.0,32304,1477.0,0.0,9.0,0,1,0.0,1.0,0.0,26,1.0
1231,2.0,442.0,220.93,0,0.0,40.0,79911,428.0,1.0,41.0,1,0,2.0,0.0,2.0,52,1.0
1232,2.0,341.0,42.26,0,0.0,20.0,32828,1083.0,1.0,9.0,0,6,5.0,0.0,0.0,26,1.0
1233,2.0,414.0,68.2,0,0.0,38.0,32818,1083.0,1.0,9.0,0,9,2.0,1.0,0.0,26,1.0
1234,2.0,1410.0,234.17,0,0.0,54.0,20002,1581.0,1.0,7.0,0,6,0.0,1.0,3.0,24,1.0
1235,2.0,148.0,41.1,0,0.0,22.0,92081,1565.0,0.0,4.0,1,6,2.0,1.0,0.0,26,1.0
1236,2.0,332.0,239.8,0,0.0,23.0,76110,510.0,1.0,41.0,6,10,2.0,1.0,2.0,52,1.0
1237,2.0,687.0,211.12,0,0.0,36.0,20904,1385.0,1.0,20.0,4,3,0.0,1.0,1.0,26,1.0
1238,2.0,481.0,160.07,0,0.0,45.0,85658,882.0,0.0,3.0,3,0,2.0,1.0,2.0,52,1.0
1239,2.0,551.0,201.47,0,0.0,45.0,85658,882.0,0.0,3.0,3,0,2.0,1.0,2.0,52,1.0
1240,2.0,451.0,54.58,0,0.0,35.0,32505,1135.0,1.0,9.0,0,7,2.0,1.0,0.0,26,1.0
1241,2.0,1085.0,65.76,0,0.0,28.0,80017,73.0,0.0,5.0,0,4,2.0,1.0,4.0,52,1.0
1242,2.0,239.0,31.48,0,0.0,60.0,75801,1105.0,1.0,41.0,6,0,2.0,1.0,0.0,26,1.0
1243,2.0,268.0,22.49,0,0.0,36.0,80260,1505.0,1.0,5.0,5,0,5.0,1.0,4.0,52,1.0
1244,2.0,1404.0,188.08,0,0.0,28.0,85741,1526.0,0.0,3.0,0,1,1.0,1.0,0.0,26,1.0
1245,2.0,594.0,125.35,0,0.0,22.0,84088,1601.0,1.0,42.0,6,0,2.0,1.0,0.0,52,1.0
1246,2.0,40.0,53.94,0,0.0,23.0,48865,1084.0,1.0,22.0,3,0,6.0,1.0,4.0,52,1.0
1247,2.0,218.0,16.31,0,0.0,58.0,82070,786.0,0.0,47.0,4,0,2.0,1.0,4.0,52,1.0
1248,2.0,551.0,91.24,0,0.0,38.0,78572,947.0,0.0,41.0,6,11,2.0,1.0,4.0,26,1.0
1249,2.0,575.0,87.58,0,0.0,44.0,63033,124.0,1.0,23.0,4,0,2.0,1.0,0.0,26,1.0
1250,2.0,944.0,216.75,0,0.0,24.0,85705,1526.0,1.0,3.0,5,0,2.0,1.0,0.0,26,1.0
1251,2.0,535.0,124.54,0,0.0,34.0,98315,1387.0,1.0,45.0,0,5,2.0,1.0,3.0,24,1.0
1252,2.0,91.0,155.85,0,0.0,60.0,84118,730.0,1.0,42.0,3,0,2.0,1.0,1.0,24,1.0
1253,2.0,186.0,56.25,0,0.0,28.0,85933,1089.0,0.0,3.0,0,5,6.0,1.0,1.0,12,1.0
1254,2.0,252.0,71.87,0,0.0,37.0,98374,1208.0,0.0,45.0,2,0,2.0,1.0,3.0,24,1.0
1255,2.0,559.0,64.04,0,0.0,25.0,85140,1331.0,0.0,3.0,0,7,6.0,1.0,0.0,26,1.0
1256,2.0,517.0,64.35,0,0.0,29.0,92336,489.0,1.0,4.0,6,11,2.0,1.0,0.0,26,1.0
1257,2.0,359.0,232.16,0,0.0,57.0,11235,162.0,1.0,32.0,3,0,0.0,0.0,1.0,26,1.0
1258,2.0,554.0,77.66,0,0.0,32.0,89128,790.0,1.0,31.0,1,6,2.0,1.0,3.0,24,1.0
1259,2.0,384.0,93.47,0,0.0,30.0,44095,1634.0,1.0,33.0,2,0,0.0,1.0,0.0,26,1.0
1260,2.0,104.0,21.03,0,0.0,60.0,30080,1392.0,0.0,10.0,3,0,2.0,1.0,0.0,24,1.0
1261,2.0,1353.0,74.97,0,0.0,23.0,79106,37.0,1.0,41.0,0,5,2.0,1.0,4.0,52,1.0
1262,2.0,332.0,73.78,0,0.0,27.0,37115,865.0,1.0,40.0,2,3,2.0,1.0,0.0,26,1.0
1263,2.0,465.0,127.87,0,0.0,29.0,33613,1479.0,1.0,9.0,1,0,2.0,1.0,0.0,52,1.0
1264,1.0,657.0,51.43,0,0.0,23.0,76450,560.0,0.0,41.0,5,4,2.0,1.0,4.0,52,1.0
1265,1.0,1055.0,141.97,0,0.0,35.0,75134,781.0,1.0,41.0,6,0,2.0,1.0,0.0,26,1.0
1266,2.0,536.0,77.55,0,0.0,31.0,21212,89.0,0.0,20.0,6,0,0.0,1.0,0.0,26,1.0
1267,2.0,385.0,26.72,0,0.0,24.0,85706,1526.0,0.0,3.0,2,0,2.0,1.0,4.0,52,1.0
1268,1.0,380.0,71.21,0,0.0,22.0,93307,85.0,0.0,4.0,0,5,2.0,1.0,0.0,26,1.0
1269,2.0,799.0,48.12,0,0.0,28.0,72210,829.0,0.0,2.0,0,1,5.0,1.0,4.0,52,1.0
1270,2.0,196.0,25.66,0,0.0,25.0,92395,1562.0,1.0,4.0,1,10,2.0,1.0,0.0,26,1.0
1271,2.0,142.0,28.6,0,0.0,47.0,30016,316.0,0.0,10.0,6,0,2.0,0.0,3.0,24,1.0
1272,2.0,827.0,56.18,0,0.0,26.0,77328,264.0,1.0,41.0,5,0,2.0,1.0,4.0,52,1.0
1273,2.0,95.0,213.4,0,0.0,57.0,78415,308.0,0.0,41.0,6,7,2.0,1.0,1.0,26,1.0
1274,2.0,7.0,72.36,0,0.0,31.0,85748,1526.0,1.0,3.0,3,0,2.0,1.0,0.0,26,1.0
1275,2.0,1148.0,185.78,0,0.0,38.0,77306,291.0,1.0,41.0,6,8,2.0,1.0,3.0,24,1.0
1276,1.0,233.0,129.1,0,0.0,23.0,90033,845.0,1.0,4.0,3,5,2.0,1.0,1.0,12,1.0
1277,2.0,306.0,54.59,0,0.0,34.0,80911,282.0,0.0,5.0,3,1,0.0,1.0,3.0,24,1.0
1278,2.0,335.0,110.91,0,0.0,51.0,97503,1617.0,1.0,35.0,6,0,2.0,1.0,1.0,24,1.0
1279,2.0,636.0,143.84,0,0.0,43.0,21811,116.0,0.0,20.0,3,7,6.0,1.0,0.0,26,1.0
1280,1.0,104.0,158.98,0,0.0,29.0,99001,15.0,1.0,45.0,0,1,2.0,1.0,1.0,12,1.0
1281,2.0,633.0,90.43,0,0.0,20.0,44707,195.0,1.0,33.0,1,0,5.0,1.0,3.0,24,1.0
1282,2.0,858.0,35.57,0,0.0,45.0,32244,702.0,0.0,9.0,6,4,6.0,1.0,4.0,52,1.0
1283,2.0,420.0,54.28,0,0.0,41.0,70785,1570.0,1.0,18.0,6,0,0.0,1.0,3.0,24,1.0
1284,2.0,441.0,73.5,0,0.0,34.0,49203,700.0,0.0,22.0,3,3,5.0,1.0,3.0,24,1.0
1285,2.0,349.0,64.36,0,0.0,28.0,81008,1206.0,0.0,5.0,3,1,2.0,1.0,0.0,26,1.0
1286,2.0,706.0,130.67,0,0.0,30.0,77375,1514.0,1.0,41.0,0,3,2.0,1.0,0.0,26,1.0
1287,2.0,91.0,30.34,0,0.0,27.0,34606,1425.0,1.0,9.0,3,6,5.0,1.0,0.0,26,1.0
1288,2.0,327.0,79.28,0,0.0,29.0,85712,1526.0,0.0,3.0,6,0,0.0,1.0,3.0,24,1.0
1289,0.0,625.0,171.38,0,0.0,31.0,73122,1071.0,1.0,34.0,3,0,2.0,1.0,2.0,12,1.0
1290,2.0,104.0,12.25,0,0.0,26.0,79907,428.0,1.0,41.0,0,1,5.0,1.0,4.0,52,1.0
1291,2.0,381.0,43.84,0,0.0,24.0,83401,682.0,1.0,13.0,0,7,2.0,1.0,0.0,26,1.0
1292,2.0,379.0,154.52,0,0.0,56.0,92307,53.0,0.0,4.0,2,3,2.0,1.0,1.0,12,1.0
1293,2.0,183.0,71.41,0,0.0,28.0,77502,1121.0,1.0,41.0,3,5,2.0,1.0,4.0,52,1.0
1294,1.0,180.0,112.48,0,0.0,25.0,91733,427.0,1.0,4.0,4,0,2.0,1.0,1.0,52,1.0
1295,2.0,713.0,50.38,0,0.0,59.0,32225,702.0,1.0,9.0,0,1,2.0,1.0,4.0,52,1.0
1296,2.0,755.0,124.35,0,0.0,28.0,79930,428.0,1.0,41.0,2,0,2.0,1.0,0.0,26,1.0
1297,2.0,393.0,85.8,0,0.0,22.0,10468,159.0,1.0,32.0,2,6,2.0,1.0,0.0,26,1.0
1298,2.0,346.0,157.85,0,0.0,46.0,85212,919.0,1.0,3.0,0,6,2.0,1.0,1.0,24,1.0
1299,2.0,117.0,62.76,0,0.0,26.0,98444,1474.0,0.0,45.0,5,5,2.0,0.0,3.0,24,1.0
1300,1.0,593.0,86.14,0,0.0,53.0,19026,384.0,1.0,36.0,2,0,2.0,1.0,3.0,24,1.0
1301,2.0,1022.0,131.47,0,0.0,42.0,87110,21.0,1.0,30.0,1,6,5.0,1.0,0.0,26,1.0
1302,2.0,140.0,112.99,0,0.0,70.0,85205,919.0,0.0,3.0,2,0,2.0,1.0,2.0,12,1.0
1303,0.0,129.0,58.88,0,0.0,27.0,76543,742.0,0.0,41.0,6,0,6.0,1.0,3.0,24,1.0
1304,2.0,299.0,42.92,0,0.0,42.0,95206,1446.0,1.0,4.0,3,5,2.0,1.0,0.0,26,1.0
1305,2.0,445.0,185.16,0,0.0,34.0,89081,1038.0,1.0,31.0,3,5,6.0,1.0,1.0,26,1.0
1306,2.0,617.0,210.69,0,0.0,20.0,85364,1678.0,1.0,3.0,5,7,2.0,1.0,1.0,12,1.0
1307,2.0,432.0,67.71,0,0.0,33.0,75189,1292.0,1.0,41.0,2,8,6.0,1.0,0.0,26,1.0
1308,1.0,104.0,51.9,0,0.0,45.0,28208,228.0,0.0,26.0,2,0,2.0,1.0,1.0,24,1.0
1309,2.0,360.0,52.76,0,0.0,25.0,78595,1456.0,1.0,41.0,6,1,2.0,1.0,3.0,26,1.0
1310,2.0,1082.0,160.49,0,0.0,42.0,30127,1192.0,1.0,10.0,6,11,2.0,1.0,3.0,26,1.0
1311,1.0,782.0,258.79,0,0.0,46.0,90065,845.0,1.0,4.0,6,11,2.0,1.0,1.0,12,1.0
1312,2.0,256.0,92.46,0,0.0,76.0,99109,237.0,1.0,45.0,1,0,2.0,1.0,1.0,12,1.0
1313,2.0,619.0,102.21,0,0.0,27.0,71603,1153.0,0.0,2.0,2,5,6.0,1.0,3.0,24,1.0
